Time,FlowID,OldRate,NewRate
0.004090298,1,1.13,0.94
0.004091583,6,3.01,2.62
0.004093168,4,0.61,0.50
0.004094298,1,0.94,0.78
0.004095583,6,2.62,2.27
0.004097168,4,0.50,0.41
0.004098298,1,0.78,0.64
0.004099583,6,2.27,1.95
0.004101168,4,0.41,0.33
0.004102298,1,0.64,0.52
0.004103583,6,1.95,1.67
0.004105168,4,0.33,0.27
0.004106298,1,0.52,0.42
0.004107583,6,1.67,1.42
0.004109168,4,0.27,0.21
0.004110298,1,0.42,0.34
0.004111583,6,1.42,1.20
0.004113168,4,0.21,0.17
0.004114298,1,0.34,0.27
0.004115583,6,1.20,1.00
0.004117168,4,0.17,0.13
0.004118298,1,0.27,0.22
0.004119583,6,1.00,0.84
0.004121168,4,0.13,0.11
0.004122298,1,0.22,0.17
0.004123583,6,0.84,0.69
0.004125168,4,0.11,0.10
0.004126298,1,0.17,0.14
0.004127583,6,0.69,0.57
0.004130298,1,0.14,0.11
0.004131583,6,0.57,0.47
0.004134298,1,0.11,0.10
0.004135583,6,0.47,0.38
0.004139583,6,0.38,0.31
0.004143583,6,0.31,0.25
0.004147583,6,0.25,0.20
0.004151583,6,0.20,0.16
0.004152036,3,5.72,16.98
0.004155583,6,0.16,0.12
0.004159583,6,0.12,0.10
0.004167605,2,7.43,17.83
0.004207281,5,4.38,16.31
0.004211032,7,5.59,16.91
0.004452036,3,16.98,22.62
0.004467605,2,17.83,23.05
0.004507281,5,16.31,22.29
0.004511032,7,16.91,22.59
0.004752036,3,22.62,25.50
0.004767605,2,23.05,25.71
0.004774298,1,0.10,6.34
0.004807281,5,22.29,25.33
0.004811032,7,22.59,25.48
0.004837168,4,0.10,6.34
0.004843583,6,0.10,6.34
0.004891672,9,100.00,50.39
0.004895672,9,50.39,25.68
0.004897252,8,100.00,50.58
0.004899672,9,25.68,13.08
0.004900218,11,100.00,50.00
0.004901252,8,50.58,25.58
0.004903672,9,13.08,6.66
0.004904218,11,50.00,25.00
0.004905252,8,25.58,12.93
0.004907672,9,6.66,3.39
0.004908218,11,25.00,12.50
0.004909252,8,12.93,6.54
0.004911672,9,3.39,1.73
0.004912218,11,12.50,6.25
0.004913252,8,6.54,3.31
0.004915672,9,1.73,0.88
0.004916218,11,6.25,3.12
0.004917252,8,3.31,1.67
0.004919672,9,0.88,0.45
0.004920218,11,3.12,1.56
0.004921252,8,1.67,0.84
0.004923672,9,0.45,0.23
0.004924218,11,1.56,0.78
0.004925252,8,0.84,0.43
0.004927672,9,0.23,0.12
0.004928218,11,0.78,0.39
0.004929252,8,0.43,0.22
0.004931672,9,0.12,0.10
0.004932218,11,0.39,0.20
0.004933069,14,100.00,50.58
0.004933115,12,100.00,50.39
0.004933252,8,0.22,0.11
0.004936218,11,0.20,0.10
0.004937069,14,50.58,25.88
0.004937115,12,50.39,25.48
0.004937252,8,0.11,0.10
0.004941069,14,25.88,13.23
0.004941115,12,25.48,12.89
0.004945069,14,13.23,6.76
0.004945115,12,12.89,6.52
0.004949069,14,6.76,3.46
0.004949115,12,6.52,3.29
0.004953069,14,3.46,1.77
0.004953115,12,3.29,1.66
0.004957069,14,1.77,0.90
0.004957115,12,1.66,0.84
0.004961069,14,0.90,0.46
0.004961115,12,0.84,0.43
0.004965069,14,0.46,0.23
0.004965115,12,0.43,0.21
0.004969069,14,0.23,0.12
0.004969115,12,0.21,0.11
0.004973069,14,0.12,0.10
0.004973115,12,0.11,0.10
0.005006939,10,100.00,50.19
0.005010939,10,50.19,25.29
0.005014939,10,25.29,12.79
0.005018939,10,12.79,6.49
0.005022939,10,6.49,3.29
0.005026939,10,3.29,1.67
0.005030939,10,1.67,0.85
0.005034939,10,0.85,0.43
0.005038939,10,0.43,0.22
0.005041600,13,100.00,50.58
0.005042939,10,0.22,0.11
0.005045600,13,50.58,25.78
0.005046939,10,0.11,0.10
0.005049600,13,25.78,13.23
0.005052036,3,25.50,26.98
0.005053600,13,13.23,6.79
0.005057600,13,6.79,3.50
0.005061600,13,3.50,1.80
0.005065600,13,1.80,0.93
0.005067605,2,25.71,27.09
0.005069600,13,0.93,0.48
0.005073600,13,0.48,0.24
0.005074298,1,6.34,9.49
0.005077600,13,0.24,0.13
0.005081600,13,0.13,0.10
0.005107281,5,25.33,26.90
0.005111032,7,25.48,26.98
0.005137168,4,6.34,9.49
0.005143583,6,6.34,9.49
0.005319605,2,27.09,27.03
0.005323605,2,27.03,26.92
0.005331605,2,26.92,26.76
0.005335605,2,26.76,26.56
0.005348036,3,26.98,26.93
0.005352036,3,26.93,26.82
0.005355605,2,26.56,26.32
0.005359605,2,26.32,26.03
0.005363032,7,26.98,26.92
0.005367605,2,26.03,25.70
0.005368036,3,26.82,26.66
0.005372036,3,26.66,26.46
0.005374298,1,9.49,11.11
0.005376036,3,26.46,26.21
0.005379032,7,26.92,26.81
0.005379605,2,25.70,25.25
0.005383032,7,26.81,26.65
0.005383605,2,25.25,24.76
0.005395605,2,24.76,24.25
0.005396036,3,26.21,25.88
0.005399605,2,24.25,23.71
0.005400036,3,25.88,25.51
0.005403605,2,23.71,23.15
0.005407281,5,26.90,27.74
0.005407605,2,23.15,22.57
0.005423281,5,27.74,27.62
0.005424036,3,25.51,25.12
0.005427605,2,22.57,22.00
0.005428036,3,25.12,24.70
0.005431281,5,27.62,27.41
0.005431605,2,22.00,21.41
0.005432036,3,24.70,24.25
0.005435281,5,27.41,27.14
0.005435605,2,21.41,20.80
0.005437168,4,9.49,11.11
0.005440036,3,24.25,23.77
0.005443583,6,9.49,11.11
0.005443605,2,20.80,20.19
0.005448036,3,23.77,23.27
0.005451281,5,27.14,26.84
0.005451605,2,20.19,19.53
0.005452036,3,23.27,22.69
0.005455032,7,26.65,26.43
0.005456036,3,22.69,22.10
0.005459281,5,26.84,26.50
0.005459605,2,19.53,18.88
0.005463605,2,18.88,18.19
0.005467032,7,26.43,26.17
0.005467605,2,18.19,17.50
0.005468036,3,22.10,21.46
0.005471605,2,17.50,16.77
0.005472036,3,21.46,20.77
0.005475605,2,16.77,16.06
0.005479032,7,26.17,25.87
0.005480036,3,20.77,20.07
0.005482939,10,0.10,50.05
0.005483605,2,16.06,15.33
0.005484036,3,20.07,19.34
0.005487032,7,25.87,25.54
0.005487281,5,26.50,26.15
0.005488036,3,19.34,18.60
0.005491281,5,26.15,25.70
0.005492036,3,18.60,17.87
0.005493252,8,0.10,50.05
0.005495032,7,25.54,25.12
0.005495281,5,25.70,25.22
0.005495605,2,15.33,14.64
0.005496036,3,17.87,17.11
0.005500036,3,17.11,16.29
0.005503032,7,25.12,24.67
0.005503605,2,14.64,13.97
0.005507032,7,24.67,24.19
0.005507281,5,25.22,24.73
0.005508036,3,16.29,15.47
0.005511605,2,13.97,13.33
0.005511672,9,0.10,50.05
0.005512036,3,15.47,14.65
0.005512218,11,0.10,50.05
0.005515281,5,24.73,24.21
0.005516036,3,14.65,13.85
0.005519281,5,24.21,23.66
0.005523605,2,13.33,12.71
0.005525600,13,0.10,50.05
0.005526298,1,11.11,11.07
0.005527032,7,24.19,23.70
0.005527281,5,23.66,23.09
0.005528036,3,13.85,13.11
0.005531281,5,23.09,22.50
0.005532036,3,13.11,12.39
0.005535281,5,22.50,21.89
0.005535605,2,12.71,12.13
0.005536036,3,12.39,11.67
0.005539281,5,21.89,21.27
0.005539605,2,12.13,11.56
0.005541168,4,11.11,11.07
0.005542298,1,11.07,11.01
0.005543032,7,23.70,23.17
0.005543281,5,21.27,20.63
0.005546298,1,11.01,10.93
0.005548036,3,11.67,11.00
0.005551281,5,20.63,19.98
0.005554298,1,10.93,10.83
0.005557069,14,0.10,50.05
0.005557115,12,0.10,50.05
0.005559032,7,23.17,22.63
0.005560036,3,11.00,10.38
0.005562298,1,10.83,10.72
0.005563281,5,19.98,19.35
0.005567032,7,22.63,22.07
0.005567281,5,19.35,18.71
0.005573168,4,11.07,11.01
0.005575032,7,22.07,21.51
0.005579032,7,21.51,20.92
0.005579281,5,18.71,18.05
0.005582298,1,10.72,10.59
0.005587281,5,18.05,17.40
0.005591583,6,11.11,11.04
0.005594298,1,10.59,10.43
0.005597168,4,11.01,10.94
0.005599583,6,11.04,10.96
0.005606298,1,10.43,10.24
0.005607583,6,10.96,10.82
0.005609168,4,10.94,10.85
0.005610298,1,10.24,10.01
0.005611672,9,50.05,45.18
0.005613252,8,50.05,45.13
0.005615583,6,10.82,10.66
0.005615672,9,45.18,40.76
0.005616218,11,50.05,45.13
0.005617252,8,45.13,40.68
0.005618298,1,10.01,9.78
0.005619672,9,40.76,36.76
0.005620218,11,45.13,40.68
0.005622298,1,9.78,9.54
0.005624218,11,40.68,36.57
0.005625168,4,10.85,10.75
0.005625252,8,40.68,36.64
0.005627672,9,36.76,33.19
0.005629252,8,36.64,32.98
0.005630298,1,9.54,9.29
0.005631583,6,10.66,10.49
0.005631672,9,33.19,29.89
0.005632218,11,36.57,32.92
0.005635672,9,29.89,26.90
0.005636218,11,32.92,29.56
0.005637168,4,10.75,10.61
0.005637252,8,32.98,29.66
0.005639672,9,26.90,24.21
0.005640218,11,29.56,26.47
0.005641168,4,10.61,10.46
0.005641252,8,29.66,26.61
0.005643672,9,24.21,21.68
0.005644218,11,26.47,23.60
0.005645252,8,26.61,23.70
0.005647583,6,10.49,10.31
0.005647672,9,21.68,19.28
0.005648218,11,23.60,20.89
0.005649252,8,23.70,20.97
0.005651672,9,19.28,17.03
0.005652218,11,20.89,18.37
0.005653252,8,20.97,18.43
0.005654298,1,9.29,9.02
0.005655672,9,17.03,14.94
0.005656218,11,18.37,16.04
0.005657252,8,18.43,16.09
0.005658298,1,9.02,8.74
0.005659583,6,10.31,10.13
0.005659672,9,14.94,13.02
0.005660218,11,16.04,13.92
0.005661168,4,10.46,10.27
0.005661252,8,16.09,13.95
0.005663583,6,10.13,9.93
0.005663672,9,13.02,11.27
0.005664218,11,13.92,12.00
0.005665252,8,13.95,12.02
0.005667672,9,11.27,9.69
0.005668218,11,12.00,10.27
0.005669168,4,10.27,10.08
0.005669252,8,12.02,10.29
0.005670298,1,8.74,8.47
0.005671672,9,9.69,8.28
0.005672218,11,10.27,8.74
0.005673168,4,10.08,9.87
0.005673252,8,10.29,8.75
0.005674298,1,8.47,8.19
0.005675583,6,9.93,9.73
0.005675672,9,8.28,7.03
0.005676218,11,8.74,7.39
0.005677168,4,9.87,9.65
0.005677252,8,8.75,7.39
0.005679583,6,9.73,9.49
0.005679672,9,7.03,5.93
0.005680218,11,7.39,6.20
0.005681252,8,7.39,6.20
0.005683583,6,9.49,9.25
0.005683672,9,5.93,4.97
0.005684218,11,6.20,5.18
0.005685168,4,9.65,9.43
0.005685252,8,6.20,5.17
0.005686298,1,8.19,7.90
0.005687583,6,9.25,9.00
0.005687672,9,4.97,4.14
0.005688218,11,5.18,4.30
0.005689252,8,5.17,4.29
0.005690298,1,7.90,7.59
0.005691583,6,9.00,8.72
0.005691672,9,4.14,3.43
0.005692218,11,4.30,3.54
0.005693252,8,4.29,3.53
0.005695672,9,3.43,2.82
0.005696218,11,3.54,2.90
0.005697168,4,9.43,9.20
0.005697252,8,3.53,2.89
0.005698298,1,7.59,7.30
0.005699583,6,8.72,8.43
0.005699672,9,2.82,2.30
0.005700218,11,2.90,2.36
0.005701168,4,9.20,8.96
0.005701252,8,2.89,2.36
0.005703583,6,8.43,8.13
0.005703672,9,2.30,1.87
0.005704218,11,2.36,1.91
0.005705069,14,50.05,45.81
0.005705115,12,50.05,45.70
0.005705168,4,8.96,8.72
0.005705252,8,2.36,1.91
0.005706298,1,7.30,7.00
0.005707672,9,1.87,1.51
0.005708218,11,1.91,1.54
0.005709069,14,45.81,41.63
0.005709115,12,45.70,41.43
0.005709168,4,8.72,8.43
0.005709252,8,1.91,1.53
0.005711583,6,8.13,7.84
0.005711672,9,1.51,1.22
0.005712218,11,1.54,1.23
0.005713069,14,41.63,37.57
0.005713115,12,41.43,37.31
0.005713168,4,8.43,8.14
0.005713252,8,1.53,1.23
0.005714298,1,7.00,6.69
0.005715583,6,7.84,7.55
0.005715672,9,1.22,0.97
0.005716218,11,1.23,0.98
0.005717069,14,37.57,33.67
0.005717115,12,37.31,33.36
0.005717168,4,8.14,7.80
0.005717252,8,1.23,0.97
0.005718298,1,6.69,6.34
0.005719583,6,7.55,7.26
0.005719672,9,0.97,0.77
0.005720218,11,0.98,0.77
0.005721069,14,33.67,29.97
0.005721115,12,33.36,29.62
0.005721168,4,7.80,7.42
0.005721252,8,0.97,0.77
0.005722298,1,6.34,5.97
0.005723583,6,7.26,6.97
0.005723672,9,0.77,0.61
0.005724218,11,0.77,0.61
0.005725069,14,29.97,26.49
0.005725115,12,29.62,26.12
0.005725168,4,7.42,7.01
0.005725252,8,0.77,0.61
0.005726298,1,5.97,5.58
0.005727583,6,6.97,6.68
0.005727672,9,0.61,0.48
0.005728218,11,0.61,0.48
0.005729069,14,26.49,23.26
0.005729115,12,26.12,22.89
0.005729168,4,7.01,6.57
0.005729252,8,0.61,0.47
0.005730298,1,5.58,5.18
0.005731583,6,6.68,6.39
0.005731672,9,0.48,0.37
0.005732218,11,0.48,0.37
0.005733069,14,23.26,20.29
0.005733115,12,22.89,19.92
0.005733168,4,6.57,6.12
0.005733252,8,0.47,0.37
0.005734298,1,5.18,4.77
0.005735583,6,6.39,6.11
0.005735672,9,0.37,0.29
0.005736218,11,0.37,0.29
0.005737069,14,20.29,17.58
0.005737115,12,19.92,17.22
0.005737168,4,6.12,5.65
0.005737252,8,0.37,0.28
0.005738298,1,4.77,4.36
0.005739672,9,0.29,0.22
0.005740218,11,0.29,0.22
0.005741069,14,17.58,15.13
0.005741115,12,17.22,14.78
0.005741168,4,5.65,5.19
0.005741252,8,0.28,0.22
0.005742298,1,4.36,3.96
0.005743672,9,0.22,0.17
0.005744218,11,0.22,0.17
0.005745069,14,15.13,12.94
0.005745115,12,14.78,12.61
0.005745168,4,5.19,4.72
0.005745252,8,0.22,0.17
0.005746298,1,3.96,3.57
0.005747583,6,6.11,5.84
0.005747672,9,0.17,0.13
0.005748218,11,0.17,0.13
0.005749069,14,12.94,10.99
0.005749115,12,12.61,10.69
0.005749168,4,4.72,4.27
0.005749252,8,0.17,0.13
0.005750298,1,3.57,3.20
0.005751583,6,5.84,5.58
0.005751672,9,0.13,0.10
0.005752218,11,0.13,0.10
0.005753069,14,10.99,9.28
0.005753115,12,10.69,9.01
0.005753168,4,4.27,3.84
0.005753252,8,0.13,0.10
0.005754298,1,3.20,2.84
0.005755583,6,5.58,5.29
0.005757069,14,9.28,7.78
0.005757115,12,9.01,7.54
0.005757168,4,3.84,3.42
0.005758298,1,2.84,2.52
0.005759583,6,5.29,4.98
0.005761069,14,7.78,6.49
0.005761115,12,7.54,6.27
0.005761168,4,3.42,3.03
0.005762298,1,2.52,2.21
0.005763583,6,4.98,4.65
0.005765069,14,6.49,5.37
0.005765115,12,6.27,5.18
0.005765168,4,3.03,2.67
0.005766298,1,2.21,1.93
0.005767583,6,4.65,4.31
0.005769069,14,5.37,4.42
0.005769115,12,5.18,4.26
0.005769168,4,2.67,2.33
0.005770298,1,1.93,1.68
0.005771583,6,4.31,3.97
0.005773069,14,4.42,3.62
0.005773115,12,4.26,3.48
0.005773168,4,2.33,2.03
0.005774298,1,1.68,1.45
0.005775583,6,3.97,3.63
0.005777069,14,3.62,2.94
0.005777115,12,3.48,2.82
0.005777168,4,2.03,1.75
0.005778298,1,1.45,1.24
0.005779583,6,3.63,3.29
0.005781069,14,2.94,2.38
0.005781115,12,2.82,2.28
0.005781168,4,1.75,1.50
0.005782298,1,1.24,1.06
0.005782939,10,50.05,75.03
0.005783583,6,3.29,2.97
0.005785069,14,2.38,1.91
0.005785115,12,2.28,1.83
0.005785168,4,1.50,1.28
0.005786298,1,1.06,0.89
0.005787583,6,2.97,2.66
0.005789069,14,1.91,1.53
0.005789115,12,1.83,1.46
0.005789168,4,1.28,1.08
0.005790298,1,0.89,0.75
0.005791583,6,2.66,2.36
0.005793069,14,1.53,1.21
0.005793115,12,1.46,1.15
0.005793168,4,1.08,0.91
0.005794298,1,0.75,0.63
0.005795583,6,2.36,2.09
0.005797069,14,1.21,0.96
0.005797115,12,1.15,0.91
0.005797168,4,0.91,0.76
0.005798298,1,0.63,0.53
0.005799583,6,2.09,1.83
0.005801069,14,0.96,0.75
0.005801115,12,0.91,0.71
0.005801168,4,0.76,0.63
0.005802298,1,0.53,0.44
0.005803583,6,1.83,1.59
0.005805069,14,0.75,0.59
0.005805115,12,0.71,0.56
0.005805168,4,0.63,0.52
0.005806298,1,0.44,0.36
0.005807583,6,1.59,1.38
0.005809069,14,0.59,0.46
0.005809115,12,0.56,0.43
0.005809168,4,0.52,0.43
0.005810298,1,0.36,0.30
0.005811583,6,1.38,1.19
0.005813069,14,0.46,0.35
0.005813115,12,0.43,0.33
0.005813168,4,0.43,0.35
0.005814298,1,0.30,0.24
0.005815583,6,1.19,1.01
0.005817069,14,0.35,0.27
0.005817115,12,0.33,0.25
0.005817168,4,0.35,0.28
0.005818298,1,0.24,0.20
0.005819583,6,1.01,0.86
0.005821069,14,0.27,0.21
0.005821115,12,0.25,0.19
0.005821168,4,0.28,0.23
0.005822298,1,0.20,0.16
0.005823583,6,0.86,0.72
0.005825069,14,0.21,0.16
0.005825115,12,0.19,0.15
0.005825168,4,0.23,0.18
0.005825600,13,50.05,75.03
0.005826298,1,0.16,0.13
0.005827583,6,0.72,0.61
0.005829069,14,0.16,0.12
0.005829115,12,0.15,0.11
0.005829168,4,0.18,0.14
0.005830298,1,0.13,0.10
0.005831583,6,0.61,0.51
0.005833069,14,0.12,0.10
0.005833115,12,0.11,0.10
0.005833168,4,0.14,0.11
0.005834298,1,0.10,0.10
0.005835583,6,0.51,0.42
0.005837168,4,0.11,0.10
0.005839583,6,0.42,0.34
0.005839605,2,11.56,19.33
0.005843583,6,0.34,0.28
0.005847583,6,0.28,0.23
0.005851583,6,0.23,0.18
0.005855583,6,0.18,0.15
0.005859583,6,0.15,0.12
0.005860036,3,10.38,18.68
0.005863583,6,0.12,0.10
0.005887281,5,17.40,22.57
0.005910939,10,75.03,72.78
0.005914939,10,72.78,70.35
0.005918939,10,70.35,67.76
0.005922939,10,67.76,65.18
0.005926939,10,65.18,62.35
0.005930939,10,62.35,59.44
0.005934939,10,59.44,56.37
0.005938939,10,56.37,53.28
0.005942939,10,53.28,50.20
0.005945600,13,75.03,72.73
0.005946939,10,50.20,47.05
0.005950939,10,47.05,43.78
0.005953600,13,72.73,70.44
0.005954939,10,43.78,40.44
0.005958939,10,40.44,37.10
0.005961600,13,70.44,68.14
0.005962939,10,37.10,33.78
0.005965600,13,68.14,65.69
0.005966939,10,33.78,30.55
0.005969600,13,65.69,63.24
0.005970939,10,30.55,27.44
0.005973600,13,63.24,60.43
0.005974939,10,27.44,24.47
0.005977600,13,60.43,57.55
0.005978939,10,24.47,21.68
0.005981600,13,57.55,54.51
0.005982939,10,21.68,19.07
0.005985600,13,54.51,51.46
0.005986939,10,19.07,16.66
0.005989600,13,51.46,48.33
0.005990939,10,16.66,14.47
0.005993600,13,48.33,45.06
0.005994939,10,14.47,12.48
0.005997600,13,45.06,41.71
0.005998939,10,12.48,10.69
0.006001600,13,41.71,38.33
0.006002939,10,10.69,9.10
0.006005600,13,38.33,34.98
0.006006939,10,9.10,7.69
0.006009600,13,34.98,31.70
0.006010939,10,7.69,6.47
0.006013600,13,31.70,28.52
0.006014939,10,6.47,5.40
0.006017600,13,28.52,25.48
0.006018939,10,5.40,4.48
0.006021600,13,25.48,22.62
0.006022939,10,4.48,3.70
0.006025600,13,22.62,19.94
0.006026939,10,3.70,3.03
0.006029600,13,19.94,17.45
0.006030939,10,3.03,2.47
0.006033600,13,17.45,15.18
0.006034939,10,2.47,2.00
0.006037600,13,15.18,13.11
0.006038939,10,2.00,1.61
0.006041600,13,13.11,11.26
0.006042939,10,1.61,1.29
0.006045600,13,11.26,9.60
0.006046939,10,1.29,1.02
0.006049600,13,9.60,8.13
0.006050939,10,1.02,0.81
0.006053600,13,8.13,6.85
0.006054939,10,0.81,0.64
0.006057600,13,6.85,5.73
0.006058939,10,0.64,0.50
0.006061600,13,5.73,4.76
0.006062939,10,0.50,0.39
0.006065600,13,4.76,3.93
0.006066939,10,0.39,0.30
0.006069600,13,3.93,3.23
0.006070939,10,0.30,0.23
0.006073600,13,3.23,2.64
0.006074939,10,0.23,0.18
0.006077600,13,2.64,2.14
0.006078939,10,0.18,0.13
0.006081600,13,2.14,1.72
0.006082939,10,0.13,0.10
0.006085600,13,1.72,1.38
0.006086939,10,0.10,0.10
0.006089600,13,1.38,1.10
0.006093600,13,1.10,0.87
0.006097600,13,0.87,0.69
0.006101600,13,0.69,0.54
0.006105600,13,0.54,0.42
0.006109600,13,0.42,0.32
0.006113600,13,0.32,0.25
0.006117600,13,0.25,0.19
0.006121600,13,0.19,0.15
0.006125600,13,0.15,0.11
0.006129600,13,0.11,0.10
0.006187281,5,22.57,25.17
0.006202298,1,0.10,5.60
0.006209168,4,0.10,5.60
0.006243672,9,0.10,25.08
0.006244218,11,0.10,25.08
0.006245252,8,0.10,25.08
0.006251583,6,0.10,5.60
0.006301069,14,0.10,25.08
0.006305115,12,0.10,25.08
0.006431672,9,25.08,23.73
0.006433252,8,25.08,23.72
0.006439672,9,23.73,22.44
0.006440218,11,25.08,23.76
0.006441252,8,23.72,22.38
0.006442939,10,0.10,37.56
0.006445252,8,22.38,21.09
0.006447672,9,22.44,21.22
0.006449252,8,21.09,19.81
0.006451672,9,21.22,20.05
0.006453252,8,19.81,18.60
0.006457252,8,18.60,17.43
0.006459672,9,20.05,18.85
0.006461252,8,17.43,16.33
0.006464218,11,23.76,22.58
0.006465252,8,16.33,15.28
0.006468218,11,22.58,21.39
0.006471672,9,18.85,17.75
0.006472218,11,21.39,20.24
0.006473168,4,5.60,5.46
0.006475672,9,17.75,16.65
0.006476218,11,20.24,19.13
0.006477069,14,25.08,23.60
0.006477252,8,15.28,14.31
0.006483672,9,16.65,15.56
0.006484218,11,19.13,18.08
0.006485069,14,23.60,22.16
0.006485252,8,14.31,13.40
0.006485600,13,0.10,37.56
0.006487672,9,15.56,14.49
0.006488218,11,18.08,17.06
0.006489115,12,25.08,23.71
0.006491672,9,14.49,13.49
0.006492218,11,17.06,16.08
0.006493069,14,22.16,20.77
0.006493168,4,5.46,5.31
0.006493252,8,13.40,12.55
0.006495672,9,13.49,12.54
0.006497069,14,20.77,19.44
0.006497115,12,23.71,22.42
0.006498298,1,5.60,5.48
0.006499672,9,12.54,11.60
0.006500218,11,16.08,15.09
0.006501069,14,19.44,18.18
0.006501252,8,12.55,11.71
0.006503672,9,11.60,10.70
0.006504218,11,15.09,14.12
0.006505069,14,18.18,16.98
0.006505115,12,22.42,21.19
0.006505252,8,11.71,10.84
0.006507672,9,10.70,9.80
0.006508218,11,14.12,13.12
0.006509069,14,16.98,15.81
0.006509115,12,21.19,19.97
0.006509252,8,10.84,9.97
0.006511672,9,9.80,8.91
0.006512218,11,13.12,12.10
0.006513069,14,15.81,14.68
0.006513115,12,19.97,18.79
0.006513252,8,9.97,9.10
0.006515672,9,8.91,8.04
0.006516218,11,12.10,11.08
0.006517115,12,18.79,17.67
0.006517252,8,9.10,8.25
0.006519672,9,8.04,7.21
0.006520218,11,11.08,10.07
0.006521115,12,17.67,16.59
0.006521252,8,8.25,7.43
0.006523583,6,5.60,5.45
0.006523672,9,7.21,6.42
0.006524218,11,10.07,9.09
0.006525069,14,14.68,13.62
0.006525115,12,16.59,15.53
0.006525168,4,5.31,5.18
0.006525252,8,7.43,6.64
0.006526298,1,5.48,5.36
0.006527583,6,5.45,5.29
0.006527672,9,6.42,5.68
0.006528218,11,9.09,8.15
0.006529069,14,13.62,12.63
0.006529115,12,15.53,14.53
0.006529252,8,6.64,5.89
0.006531672,9,5.68,4.99
0.006532218,11,8.15,7.26
0.006533069,14,12.63,11.70
0.006533115,12,14.53,13.54
0.006533252,8,5.89,5.20
0.006534298,1,5.36,5.24
0.006535672,9,4.99,4.35
0.006536218,11,7.26,6.42
0.006537069,14,11.70,10.83
0.006537115,12,13.54,12.59
0.006537168,4,5.18,5.05
0.006537252,8,5.20,4.55
0.006539672,9,4.35,3.77
0.006540218,11,6.42,5.64
0.006541069,14,10.83,9.99
0.006541115,12,12.59,11.69
0.006541252,8,4.55,3.96
0.006542298,1,5.24,5.12
0.006543672,9,3.77,3.25
0.006544218,11,5.64,4.92
0.006545069,14,9.99,9.17
0.006545115,12,11.69,10.80
0.006545252,8,3.96,3.42
0.006547672,9,3.25,2.78
0.006548218,11,4.92,4.26
0.006549069,14,9.17,8.36
0.006549115,12,10.80,9.91
0.006549252,8,3.42,2.94
0.006551672,9,2.78,2.36
0.006552218,11,4.26,3.67
0.006553069,14,8.36,7.57
0.006553115,12,9.91,9.02
0.006553252,8,2.94,2.51
0.006555583,6,5.29,5.14
0.006555672,9,2.36,2.00
0.006556218,11,3.67,3.14
0.006557069,14,7.57,6.80
0.006557115,12,9.02,8.16
0.006557252,8,2.51,2.13
0.006559672,9,2.00,1.67
0.006560218,11,3.14,2.67
0.006561069,14,6.80,6.07
0.006561115,12,8.16,7.33
0.006561252,8,2.13,1.79
0.006563672,9,1.67,1.40
0.006564218,11,2.67,2.25
0.006565069,14,6.07,5.39
0.006565115,12,7.33,6.54
0.006565168,4,5.05,4.92
0.006565252,8,1.79,1.50
0.006567583,6,5.14,5.00
0.006567672,9,1.40,1.16
0.006568218,11,2.25,1.89
0.006569069,14,5.39,4.74
0.006569115,12,6.54,5.79
0.006569252,8,1.50,1.25
0.006571672,9,1.16,0.95
0.006572218,11,1.89,1.58
0.006573069,14,4.74,4.15
0.006573115,12,5.79,5.10
0.006573252,8,1.25,1.03
0.006574298,1,5.12,5.00
0.006575672,9,0.95,0.78
0.006576218,11,1.58,1.31
0.006577069,14,4.15,3.60
0.006577115,12,5.10,4.45
0.006577252,8,1.03,0.85
0.006579583,6,5.00,4.85
0.006579672,9,0.78,0.63
0.006580218,11,1.31,1.08
0.006581069,14,3.60,3.11
0.006581115,12,4.45,3.87
0.006581168,4,4.92,4.80
0.006581252,8,0.85,0.69
0.006582298,1,5.00,4.88
0.006583583,6,4.85,4.70
0.006583672,9,0.63,0.51
0.006584218,11,1.08,0.88
0.006585069,14,3.11,2.67
0.006585115,12,3.87,3.33
0.006585168,4,4.80,4.67
0.006585252,8,0.69,0.56
0.006587583,6,4.70,4.55
0.006587672,9,0.51,0.41
0.006588218,11,0.88,0.72
0.006589069,14,2.67,2.27
0.006589115,12,3.33,2.86
0.006589252,8,0.56,0.45
0.006591672,9,0.41,0.33
0.006592218,11,0.72,0.58
0.006593069,14,2.27,1.92
0.006593115,12,2.86,2.43
0.006593252,8,0.45,0.36
0.006595583,6,4.55,4.40
0.006595672,9,0.33,0.26
0.006596218,11,0.58,0.47
0.006597069,14,1.92,1.62
0.006597115,12,2.43,2.06
0.006597252,8,0.36,0.29
0.006598298,1,4.88,4.76
0.006599672,9,0.26,0.21
0.006600218,11,0.47,0.37
0.006601069,14,1.62,1.35
0.006601115,12,2.06,1.73
0.006601168,4,4.67,4.53
0.006601252,8,0.29,0.23
0.006602298,1,4.76,4.62
0.006603672,9,0.21,0.16
0.006604218,11,0.37,0.30
0.006605069,14,1.35,1.12
0.006605115,12,1.73,1.44
0.006605168,4,4.53,4.38
0.006605252,8,0.23,0.18
0.006606298,1,4.62,4.47
0.006607583,6,4.40,4.25
0.006607672,9,0.16,0.13
0.006608218,11,0.30,0.23
0.006609069,14,1.12,0.93
0.006609115,12,1.44,1.20
0.006609168,4,4.38,4.22
0.006609252,8,0.18,0.14
0.006610298,1,4.47,4.30
